num_sims time batch_size timesteps
1 9.277068376541138 1000 120
2 20.009023427963257 1000 120
5 40.91788864135742 1000 120
10 98.93563866615295 1000 120
100 960.3652396202087 1000 120
1 2.7067995071411133 100 120
2 6.479825019836426 100 120
5 15.419813871383667 100 120
10 27.499922275543213 100 120
100 295.4949858188629 100 120
5 16.65084481239319 100 200
5 22.02728843688965 100 500
5 29.2879536151886 100 1000
